num_corre,dia_ocu,ano_ocu,hora_ocu,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,area_geo_ocu,sexo_per,zona_ocu,edad_per,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,anio
5086,1,2016,10,8,1,101,1,1,1,1,32,9,1,3,56,2,1986,1,5,5,7,2,1,2,2016
5087,1,2016,10,8,1,101,1,1,1,1,36,9,1,2,28,4,2013,1,6,6,8,2,1,5,2016
5088,1,2016,9,8,1,1014,10,2,1,99,37,9,1,3,56,2,2015,1,6,6,8,2,1,5,2016
5089,1,2016,9,8,1,1014,10,2,1,99,31,9,1,2,48,3,9999,1,5,5,7,2,1,6,2016
5090,1,2016,9,8,1,1014,10,2,1,99,60,9,1,3,69,2,9999,1,11,11,13,2,1,6,2016
5091,1,2016,11,8,1,1712,17,2,1,99,36,9,1,14,6,1,2013,1,6,6,8,2,1,5,2016
5092,1,2016,11,8,1,1712,17,2,1,99,28,9,1,4,67,4,2012,1,4,4,6,2,1,5,2016
5093,1,2016,11,8,1,312,3,2,1,99,42,9,1,3,69,4,2013,1,7,7,9,2,1,5,2016
5094,1,2016,11,8,1,312,3,2,1,99,999,9,1,4,999,3,9999,1,16,12,18,2,1,6,2016
5095,1,2016,18,8,1,108,1,2,1,99,35,9,1,4,27,3,9999,2,6,6,8,4,3,6,2016
5096,1,2016,9,8,1,2201,22,2,1,99,23,9,1,1,69,5,9999,2,3,3,5,2,1,6,2016
5097,1,2016,13,8,1,501,5,2,2,99,27,9,1,4,32,1,2015,1,4,4,6,3,2,5,2016
5098,1,2016,13,8,1,501,5,2,1,99,62,9,1,4,27,5,2008,1,11,11,13,3,2,4,2016
5099,1,2016,22,8,1,601,6,2,1,99,45,9,1,3,48,4,2014,1,8,8,10,4,3,5,2016
5100,1,2016,22,8,1,601,6,2,1,99,56,9,1,5,19,99,9999,1,10,10,12,4,3,6,2016
5101,1,2016,19,8,1,416,4,2,1,99,29,9,1,3,999,1,2000,1,4,4,6,4,3,4,2016
5102,1,2016,19,8,1,416,4,2,1,99,999,9,1,3,999,5,9999,1,16,12,18,4,3,6,2016
5103,1,2016,14,8,1,1101,11,1,1,99,39,2,1,2,52,2,9999,1,6,6,8,3,2,6,2016
5104,1,2016,14,8,1,1101,11,1,1,99,20,1,1,4,32,1,2011,1,3,3,5,3,2,5,2016
5105,1,2016,21,8,1,111,1,1,1,99,26,1,1,12,999,99,9999,2,4,4,6,4,3,6,2016
5106,1,2016,21,8,1,111,1,1,1,99,43,9,1,4,72,3,9999,2,7,7,9,4,3,6,2016
5107,1,2016,6,8,1,901,9,1,1,99,58,2,1,2,14,3,1982,1,10,10,12,2,1,2,2016
5108,1,2016,6,8,1,901,9,1,1,99,21,1,1,1,56,3,2004,1,3,3,5,2,1,4,2016
5109,2,2016,22,8,2,103,1,2,1,99,19,1,1,1,48,2,9999,1,2,2,4,4,3,6,2016
5110,2,2016,22,8,2,103,1,2,1,99,23,9,1,4,18,1,9999,1,3,3,5,4,3,6,2016
5111,2,2016,23,8,2,504,5,2,1,99,31,2,1,1,52,7,9999,1,5,5,7,4,3,6,2016
5112,2,2016,23,8,2,504,5,2,1,99,42,1,1,6,19,7,1994,1,7,7,9,4,3,3,2016
5113,2,2016,18,8,2,501,5,2,1,99,31,9,1,4,27,2,2006,1,5,5,7,4,3,4,2016
5114,2,2016,18,8,2,501,5,2,9,99,999,9,9,1,56,4,1998,1,16,12,18,4,3,3,2016
5115,2,2016,23,8,2,601,6,2,1,99,24,9,1,2,31,11,2006,4,3,3,5,4,3,4,2016
5116,2,2016,7,8,2,611,6,2,1,99,29,1,1,5,26,2,2016,1,4,4,6,2,1,5,2016
5117,2,2016,7,8,2,611,6,2,1,99,34,9,1,1,69,4,2011,1,5,5,7,2,1,5,2016
5118,2,2016,7,8,2,611,6,2,1,99,57,9,1,3,56,2,1984,1,10,10,12,2,1,2,2016
5119,2,2016,7,8,2,611,6,2,1,99,23,9,1,4,32,1,2012,1,3,3,5,2,1,5,2016
5120,2,2016,7,8,2,611,6,2,1,99,35,9,1,1,10,6,2005,1,6,6,8,2,1,4,2016
5121,2,2016,4,8,2,920,9,2,1,99,38,9,1,9,41,4,9999,1,6,6,8,1,1,6,2016
5122,2,2016,4,8,2,920,9,2,1,99,45,9,1,6,19,3,1998,1,8,8,10,1,1,3,2016
5123,2,2016,12,8,2,922,9,2,1,99,40,9,1,1,69,3,1992,1,7,7,9,3,2,3,2016
5124,2,2016,12,8,2,922,9,2,9,99,999,9,9,3,48,4,2008,1,16,12,18,3,2,4,2016
5125,2,2016,21,8,2,1601,16,1,1,99,27,2,1,1,52,99,9999,1,4,4,6,4,3,6,2016
5126,2,2016,21,8,2,1601,16,1,2,99,37,1,1,3,48,6,2002,1,6,6,8,4,3,4,2016
5127,2,2016,22,8,2,114,1,2,1,99,29,2,1,11,52,2,9999,1,4,4,6,4,3,6,2016
5128,2,2016,22,8,2,114,1,2,1,99,32,9,1,4,67,3,2012,1,5,5,7,4,3,5,2016
5129,3,2016,8,8,3,101,1,1,1,18,32,1,1,1,48,9,2008,1,5,5,7,2,1,4,2016
5130,3,2016,8,8,3,101,1,1,1,18,999,9,1,4,67,5,9999,1,16,12,18,2,1,6,2016
5131,3,2016,9,8,3,101,1,1,1,18,31,1,1,1,21,11,1993,1,5,5,7,2,1,3,2016
5132,3,2016,9,8,3,101,1,1,1,18,31,9,1,4,18,5,9999,1,5,5,7,2,1,6,2016
5133,3,2016,18,8,3,117,1,1,1,99,43,9,1,9,30,2,9999,1,7,7,9,4,3,6,2016
5134,3,2016,18,8,3,117,1,1,1,99,999,9,1,4,6,5,9999,1,16,12,18,4,3,6,2016
5135,3,2016,0,8,3,205,2,1,1,99,41,2,1,4,20,1,2014,2,7,7,9,1,1,5,2016
5136,3,2016,22,8,3,1801,18,1,1,99,32,1,1,6,19,1,9999,1,5,5,7,4,3,6,2016
5137,3,2016,22,8,3,1801,18,1,1,99,23,9,1,4,76,1,9999,1,3,3,5,4,3,6,2016
5138,3,2016,20,8,3,101,1,1,1,6,76,9,1,1,52,99,2000,1,14,11,16,4,3,4,2016
5139,3,2016,20,8,3,101,1,1,1,6,25,9,1,4,27,1,9999,1,4,4,6,4,3,6,2016
5140,3,2016,18,8,3,901,9,1,9,99,999,9,9,12,7,1,9999,1,16,12,18,4,3,6,2016
5141,3,2016,18,8,3,901,9,1,1,99,999,9,1,1,69,6,9999,1,16,12,18,4,3,6,2016
5142,3,2016,18,8,3,901,9,1,1,99,45,9,1,1,69,9,1985,1,8,8,10,4,3,2,2016
5143,3,2016,16,8,3,901,9,1,1,99,51,9,1,3,69,11,2013,1,9,9,11,3,2,5,2016
5144,3,2016,16,8,3,901,9,1,1,99,26,9,1,4,6,5,2016,1,4,4,6,3,2,5,2016
5145,4,2016,1,8,4,1220,12,1,1,99,30,1,1,3,31,99,9999,1,5,5,7,1,1,6,2016
5146,4,2016,1,8,4,1220,12,1,1,99,24,1,1,2,41,99,9999,1,3,3,5,1,1,6,2016
5147,4,2016,0,8,4,1417,14,1,1,99,33,2,1,3,999,99,9999,1,5,5,7,1,1,6,2016
5148,4,2016,1,8,4,109,1,1,1,99,24,2,1,1,56,99,9999,1,3,3,5,1,1,6,2016
5149,4,2016,1,8,4,109,1,1,1,99,24,1,1,1,48,99,9999,1,3,3,5,1,1,6,2016
5150,4,2016,18,8,4,502,5,1,1,99,35,1,1,3,69,99,9999,1,6,6,8,4,3,6,2016
5151,4,2016,18,8,4,502,5,1,1,99,42,1,1,12,30,6,9999,1,7,7,9,4,3,6,2016
5152,4,2016,14,8,4,601,6,1,1,99,48,1,1,6,19,2,2002,1,8,8,10,3,2,4,2016
5153,4,2016,14,8,4,601,6,1,1,99,39,1,1,1,52,3,2000,1,6,6,8,3,2,4,2016
5154,4,2016,14,8,4,601,6,1,1,99,24,1,1,1,48,5,1999,1,3,3,5,3,2,3,2016
5155,4,2016,14,8,4,601,6,1,1,99,54,1,1,3,56,4,2013,1,9,9,11,3,2,5,2016
5156,4,2016,14,8,4,601,6,1,1,99,34,1,1,3,17,11,2007,1,5,5,7,3,2,4,2016
5157,4,2016,20,8,4,901,9,1,1,99,38,2,1,3,69,2,1999,1,6,6,8,4,3,3,2016
5158,4,2016,20,8,4,901,9,1,1,99,24,1,1,3,69,9,1993,1,3,3,5,4,3,3,2016
5159,5,2016,21,8,5,101,1,1,1,1,34,9,1,1,999,99,1995,1,5,5,7,4,3,3,2016
5160,5,2016,21,8,5,101,1,1,2,1,36,9,1,1,69,4,2009,1,6,6,8,4,3,4,2016
5161,5,2016,21,8,5,101,1,1,1,5,999,9,1,4,27,1,9999,1,16,12,18,4,3,6,2016
5162,5,2016,21,8,5,101,1,1,1,5,56,9,1,12,50,1,9999,1,10,10,12,4,3,6,2016
5163,5,2016,19,8,5,2212,22,2,9,99,999,9,9,3,69,3,9999,1,16,12,18,4,3,6,2016
5164,5,2016,19,8,5,2212,22,2,1,99,40,1,1,4,112,1,9999,1,7,7,9,4,3,6,2016
5165,5,2016,3,8,5,2001,20,2,1,99,29,2,1,4,67,1,9999,1,4,4,6,1,1,6,2016
5166,5,2016,3,8,5,2001,20,2,1,99,28,2,1,1,28,4,9999,1,4,4,6,1,1,6,2016
5167,5,2016,3,8,5,509,5,2,1,99,46,2,1,6,19,3,1997,1,8,8,10,1,1,3,2016
5168,5,2016,3,8,5,509,5,2,1,99,32,1,1,11,69,4,9999,1,5,5,7,1,1,6,2016
5169,5,2016,13,8,5,915,9,1,1,99,34,1,1,3,69,5,9999,3,5,5,7,3,2,6,2016
5170,5,2016,3,8,5,901,9,1,1,99,23,2,1,1,27,6,1995,1,3,3,5,1,1,3,2016
5171,5,2016,3,8,5,901,9,1,1,99,56,1,1,2,28,2,9999,1,10,10,12,1,1,6,2016
5172,5,2016,13,8,5,207,2,2,1,99,28,1,1,3,69,4,9999,2,4,4,6,3,2,6,2016
5173,5,2016,21,8,5,1602,16,2,1,99,24,1,1,3,69,2,1985,1,3,3,5,4,3,2,2016
5174,5,2016,21,8,5,1602,16,2,1,99,37,1,1,4,76,5,9999,1,6,6,8,4,3,6,2016
5175,5,2016,11,8,5,1703,17,2,1,99,17,1,2,4,999,99,9999,1,2,2,4,2,1,6,2016
5176,5,2016,11,8,5,1703,17,2,9,99,999,9,9,1,999,2,9999,1,16,12,18,2,1,6,2016
5177,5,2016,17,8,5,710,7,2,1,99,48,2,1,2,69,5,2000,1,8,8,10,3,2,4,2016
5178,5,2016,17,8,5,710,7,2,1,99,39,1,1,2,67,5,2014,1,6,6,8,3,2,5,2016
5179,6,2016,11,8,6,101,1,1,1,1,44,1,1,3,69,5,9999,1,7,7,9,2,1,6,2016
5180,6,2016,11,8,6,101,1,1,1,1,26,1,1,4,999,5,9999,1,4,4,6,2,1,6,2016
5181,6,2016,10,8,6,102,1,2,1,99,27,9,1,4,999,99,9999,2,4,4,6,2,1,6,2016
5182,6,2016,19,8,6,2001,20,2,1,99,24,2,1,4,67,99,9999,1,3,3,5,4,3,6,2016
5183,6,2016,19,8,6,2001,20,2,1,99,64,1,1,4,999,99,9999,1,11,11,13,4,3,6,2016
5184,6,2016,16,8,6,513,5,2,1,99,21,1,1,4,999,99,9999,2,3,3,5,3,2,6,2016
5185,6,2016,2,8,6,901,9,1,1,99,28,2,1,1,21,1,1994,1,4,4,6,1,1,3,2016
5186,6,2016,2,8,6,901,9,1,1,99,48,1,1,9,50,99,2005,1,8,8,10,1,1,4,2016
5187,6,2016,16,8,6,1609,16,2,1,99,20,2,1,3,69,3,9999,1,3,3,5,3,2,6,2016
5188,6,2016,16,8,6,1609,16,2,1,99,34,1,1,2,41,10,2011,1,5,5,7,3,2,5,2016
5189,6,2016,19,8,6,401,4,2,2,99,25,9,1,3,69,9,1996,2,4,4,6,4,3,3,2016
5190,6,2016,13,8,6,309,3,2,1,99,37,1,1,12,50,14,9999,1,6,6,8,3,2,6,2016
5191,7,2016,3,8,7,101,1,1,1,11,19,1,1,4,999,99,9999,4,2,2,4,1,1,6,2016
5192,7,2016,8,8,7,101,1,1,1,7,46,1,1,2,27,1,2013,1,8,8,10,2,1,5,2016
5193,7,2016,8,8,7,101,1,1,2,7,23,1,1,1,69,8,1995,1,3,3,5,2,1,3,2016
5194,7,2016,14,8,7,110,1,1,2,99,41,1,1,1,48,4,9999,1,7,7,9,3,2,6,2016
5195,7,2016,14,8,7,110,1,1,1,99,22,1,1,4,67,3,9999,1,3,3,5,3,2,6,2016
5196,7,2016,13,8,7,117,1,2,2,99,28,1,1,4,999,99,9999,1,4,4,6,3,2,6,2016
5197,7,2016,13,8,7,117,1,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,3,2,6,2016
5198,7,2016,21,8,7,2215,22,2,1,99,28,1,1,4,67,5,9999,1,4,4,6,4,3,6,2016
5199,7,2016,21,8,7,2215,22,2,1,99,26,1,1,4,32,9,9999,1,4,4,6,4,3,6,2016
5200,7,2016,23,8,7,1901,19,2,1,99,23,2,1,4,6,5,2014,1,3,3,5,4,3,5,2016
5201,7,2016,23,8,7,1901,19,2,1,99,26,1,1,3,48,1,2014,1,4,4,6,4,3,5,2016
5202,7,2016,3,8,7,1901,19,2,2,99,36,1,1,4,6,5,1992,4,6,6,8,1,1,3,2016
5203,7,2016,7,8,7,501,5,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,2,1,6,2016
5204,7,2016,7,8,7,501,5,2,1,99,40,9,1,11,31,2,9999,1,7,7,9,2,1,6,2016
5205,7,2016,1,8,7,901,9,1,1,99,19,2,1,4,6,3,2015,2,2,2,4,1,1,5,2016
5206,7,2016,15,8,7,901,9,1,1,99,27,2,1,2,52,6,2003,2,4,4,6,3,2,4,2016
5207,7,2016,2,8,7,1601,16,1,2,99,28,2,1,1,48,11,2004,1,4,4,6,1,1,4,2016
5208,7,2016,2,8,7,1601,16,1,1,99,25,1,1,4,32,5,9999,1,4,4,6,1,1,6,2016
5209,7,2016,22,8,7,1604,16,2,1,99,33,1,1,1,52,9,1991,1,5,5,7,4,3,3,2016
5210,7,2016,22,8,7,1604,16,2,1,99,27,1,1,1,69,5,2001,1,4,4,6,4,3,4,2016
5211,7,2016,2,8,7,1606,16,2,1,99,999,1,1,3,69,5,9999,4,16,12,18,1,1,6,2016
5212,7,2016,6,8,7,1804,18,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,2,1,6,2016
5213,7,2016,6,8,7,1804,18,2,1,99,20,1,1,4,999,99,9999,1,3,3,5,2,1,6,2016
5214,7,2016,19,8,7,1707,17,2,1,99,35,9,1,4,54,1,9999,4,6,6,8,4,3,6,2016
5215,8,2016,18,8,1,101,1,1,1,7,25,1,1,1,27,6,1994,1,4,4,6,4,3,3,2016
5216,8,2016,18,8,1,101,1,1,1,7,35,1,1,4,67,4,9999,1,6,6,8,4,3,6,2016
5217,8,2016,21,8,1,101,1,1,1,7,23,1,1,12,50,1,9999,2,3,3,5,4,3,6,2016
5218,8,2016,14,8,1,2002,20,2,1,99,44,1,1,5,26,2,9999,4,7,7,9,3,2,6,2016
5219,8,2016,12,8,1,1908,19,2,1,99,999,1,1,3,69,2,9999,1,16,12,18,3,2,6,2016
5220,8,2016,12,8,1,1908,19,2,1,99,999,1,1,3,69,1,9999,1,16,12,18,3,2,6,2016
5221,8,2016,18,8,1,1102,11,2,1,99,32,1,1,4,32,5,9999,1,5,5,7,4,3,6,2016
5222,8,2016,18,8,1,1102,11,2,9,99,999,9,9,3,999,99,9999,1,16,12,18,4,3,6,2016
5223,8,2016,0,8,1,1107,11,1,9,99,999,9,9,99,999,99,9999,1,16,12,18,1,1,6,2016
5224,8,2016,0,8,1,1107,11,1,1,99,23,1,1,4,999,99,9999,1,3,3,5,1,1,6,2016
5225,8,2016,17,8,1,1309,13,1,1,99,34,9,1,1,73,99,9999,3,5,5,7,3,2,6,2016
5226,8,2016,20,8,1,805,8,2,1,99,25,1,1,6,999,2,9999,1,4,4,6,4,3,6,2016
5227,8,2016,20,8,1,805,8,2,9,99,999,9,9,1,69,4,9999,1,16,12,18,4,3,6,2016
5228,8,2016,23,8,1,1801,18,1,1,99,18,1,1,4,999,99,9999,2,2,2,4,4,3,6,2016
5229,8,2016,13,8,1,1708,17,1,1,99,43,1,1,3,69,2,2014,1,7,7,9,3,2,5,2016
5230,8,2016,13,8,1,1708,17,1,1,99,15,1,2,4,999,5,2013,1,2,2,4,3,2,5,2016
5231,8,2016,5,8,1,1712,17,1,1,99,36,9,1,4,67,5,9999,4,6,6,8,1,1,6,2016
5232,8,2016,20,8,1,1401,14,1,1,99,26,1,1,4,76,1,9999,1,4,4,6,4,3,6,2016
5233,8,2016,20,8,1,1401,14,1,1,99,32,1,1,5,27,2,9999,1,5,5,7,4,3,6,2016
5234,8,2016,17,8,1,706,7,2,1,99,30,1,1,1,48,9,9999,1,5,5,7,3,2,6,2016
5235,8,2016,17,8,1,706,7,2,1,99,28,1,1,9,999,8,9999,1,4,4,6,3,2,6,2016
5236,9,2016,17,8,2,101,1,1,1,13,69,1,1,1,28,5,2007,1,12,11,14,3,2,4,2016
5237,9,2016,17,8,2,101,1,1,1,13,34,1,1,4,67,5,9999,1,5,5,7,3,2,6,2016
5238,9,2016,14,8,2,101,1,1,1,5,40,1,1,12,999,99,9999,1,7,7,9,3,2,6,2016
5239,9,2016,14,8,2,101,1,1,1,5,22,1,1,4,67,5,2014,1,3,3,5,3,2,5,2016
5240,9,2016,20,8,2,117,1,1,1,99,25,1,1,3,56,3,2013,1,4,4,6,4,3,5,2016
5241,9,2016,20,8,2,117,1,1,1,99,25,1,1,4,6,5,2014,1,4,4,6,4,3,5,2016
5242,9,2016,14,8,2,502,5,2,1,99,43,2,1,3,17,2,9999,1,7,7,9,3,2,6,2016
5243,9,2016,14,8,2,502,5,2,2,99,20,1,1,4,999,5,2013,1,3,3,5,3,2,5,2016
5244,9,2016,21,8,2,505,5,2,1,99,29,1,1,3,56,2,1996,1,4,4,6,4,3,3,2016
5245,9,2016,21,8,2,505,5,2,1,99,26,1,1,3,56,3,2008,1,4,4,6,4,3,4,2016
5246,9,2016,15,8,2,1002,10,2,1,99,58,1,1,11,999,2,2014,1,10,10,12,3,2,5,2016
5247,9,2016,15,8,2,1002,10,2,1,99,20,1,1,4,27,3,9999,1,3,3,5,3,2,6,2016
5248,9,2016,13,8,2,1010,10,2,1,99,999,1,1,5,17,1,9999,1,16,12,18,3,2,6,2016
5249,9,2016,13,8,2,1010,10,2,9,99,999,9,9,9,69,99,9999,1,16,12,18,3,2,6,2016
5250,9,2016,13,8,2,1010,10,2,1,99,28,1,1,3,56,4,9999,1,4,4,6,3,2,6,2016
5251,9,2016,8,8,2,1320,13,2,1,99,65,1,1,3,69,4,1994,1,12,11,14,2,1,3,2016
5252,9,2016,8,8,2,1320,13,2,1,99,25,1,1,1,48,4,2001,1,4,4,6,2,1,4,2016
5253,9,2016,21,8,2,1801,18,2,2,99,59,1,1,4,27,5,2014,1,10,10,12,4,3,5,2016
5254,9,2016,21,8,2,1801,18,2,1,99,18,1,1,4,67,1,2016,1,2,2,4,4,3,5,2016
5255,9,2016,22,8,2,1801,18,2,1,99,58,9,1,1,69,11,9999,1,10,10,12,4,3,6,2016
5256,9,2016,22,8,2,1801,18,2,1,99,999,9,9,6,999,3,9999,1,16,12,18,4,3,6,2016
5257,9,2016,19,8,2,313,3,1,1,99,40,1,1,3,69,9,9999,1,7,7,9,4,3,6,2016
5258,9,2016,19,8,2,313,3,1,1,99,42,1,1,4,32,1,9999,1,7,7,9,4,3,6,2016
5259,10,2016,15,8,3,117,1,1,1,99,48,1,1,2,28,4,2013,1,8,8,10,3,2,5,2016
5260,10,2016,15,8,3,117,1,1,1,99,25,1,1,4,67,3,9999,1,4,4,6,3,2,6,2016
5261,10,2016,0,8,3,201,2,1,1,99,50,1,1,3,52,4,2007,1,9,9,11,1,1,4,2016
5262,10,2016,0,8,3,201,2,1,1,99,22,9,1,4,6,14,9999,1,3,3,5,1,1,6,2016
5263,10,2016,19,8,3,1013,10,1,1,99,21,2,1,2,31,9,9999,1,3,3,5,4,3,6,2016
5264,10,2016,19,8,3,1013,10,1,1,99,44,1,1,4,32,5,9999,1,7,7,9,4,3,6,2016
5265,10,2016,19,8,3,403,4,1,1,99,49,2,1,3,69,6,2003,1,8,8,10,4,3,4,2016
5266,10,2016,19,8,3,403,4,1,1,99,33,9,1,1,48,5,9999,1,5,5,7,4,3,6,2016
5267,11,2016,21,8,4,101,1,1,1,1,40,2,1,1,28,2,2016,1,7,7,9,4,3,5,2016
5268,11,2016,21,8,4,101,1,1,1,1,35,1,1,1,48,4,2004,1,6,6,8,4,3,4,2016
5269,11,2016,21,8,4,101,1,1,2,1,23,1,1,1,69,99,2007,1,3,3,5,4,3,4,2016
5270,11,2016,8,8,4,109,1,1,9,99,999,9,9,5,999,2,9999,1,16,12,18,2,1,6,2016
5271,11,2016,8,8,4,109,1,1,1,99,22,9,1,4,6,5,9999,1,3,3,5,2,1,6,2016
5272,11,2016,17,8,4,117,1,1,1,99,17,2,2,3,69,2,9999,2,2,2,4,3,2,6,2016
5273,11,2016,2,8,4,1901,19,1,1,99,20,9,1,4,53,11,2007,1,3,3,5,1,1,4,2016
5274,11,2016,2,8,4,1901,19,1,9,99,999,9,9,9,999,99,9999,1,16,12,18,1,1,6,2016
5275,11,2016,22,8,4,502,5,1,1,99,46,2,1,4,32,3,9999,2,8,8,10,4,3,6,2016
5276,11,2016,17,8,4,1109,11,1,1,99,36,9,1,6,999,99,9999,1,6,6,8,3,2,6,2016
5277,11,2016,17,8,4,1109,11,1,9,99,999,9,9,1,999,99,9999,1,16,12,18,3,2,6,2016
5278,11,2016,12,8,4,1213,12,2,9,99,999,9,9,1,999,5,9999,1,16,12,18,3,2,6,2016
5279,11,2016,12,8,4,1213,12,2,9,99,999,9,9,3,999,3,9999,1,16,12,18,3,2,6,2016
5280,11,2016,22,8,4,1316,13,2,1,99,32,2,1,3,69,4,1989,1,5,5,7,4,3,2,2016
5281,11,2016,22,8,4,1316,13,2,1,99,999,2,1,14,6,1,2016,1,16,12,18,4,3,5,2016
5282,11,2016,21,8,4,1303,13,2,1,99,25,9,1,4,999,99,9999,2,4,4,6,4,3,6,2016
5283,11,2016,14,8,4,1801,18,2,9,99,999,9,9,9,69,2,9999,1,16,12,18,3,2,6,2016
5284,11,2016,14,8,4,1801,18,2,9,99,999,9,9,6,19,3,9999,1,16,12,18,3,2,6,2016
5285,11,2016,8,8,4,406,4,1,1,99,999,9,1,3,69,4,9999,1,16,12,18,2,1,6,2016
5286,11,2016,8,8,4,406,4,1,1,99,55,9,1,3,69,99,1987,1,10,10,12,2,1,2,2016
5287,11,2016,9,8,4,406,4,2,2,99,999,9,1,3,48,4,2017,1,16,12,18,2,1,5,2016
5288,11,2016,9,8,4,406,4,2,1,99,37,9,1,12,50,2,1997,1,6,6,8,2,1,3,2016
5289,11,2016,21,8,4,609,6,2,1,99,38,9,1,2,27,2,9999,1,6,6,8,4,3,6,2016
5290,11,2016,21,8,4,609,6,2,1,99,50,9,1,6,999,3,9999,1,9,9,11,4,3,6,2016
5291,12,2016,22,8,5,101,1,1,1,1,45,9,1,1,28,2,2016,1,8,8,10,4,3,5,2016
5292,12,2016,22,8,5,101,1,1,1,1,48,9,1,1,28,4,2012,1,8,8,10,4,3,5,2016
5293,12,2016,22,8,5,101,1,1,1,1,65,9,1,1,28,2,2012,1,12,11,14,4,3,5,2016
5294,12,2016,9,8,5,117,1,1,1,99,23,1,1,4,6,5,9999,2,3,3,5,2,1,6,2016
5295,12,2016,15,8,5,101,1,1,1,10,56,9,1,2,34,1,1999,1,10,10,12,3,2,3,2016
5296,12,2016,15,8,5,101,1,1,1,10,25,9,1,4,3,1,9999,1,4,4,6,3,2,6,2016
5297,12,2016,20,8,5,113,1,2,1,99,27,9,1,4,32,4,9999,2,4,4,6,4,3,6,2016
5298,12,2016,6,8,5,101,1,1,1,8,999,9,1,4,999,99,9999,1,16,12,18,2,1,6,2016
5299,12,2016,6,8,5,101,1,1,9,8,999,9,9,12,999,1,9999,1,16,12,18,2,1,6,2016
5300,12,2016,13,8,5,406,4,2,9,99,999,9,9,6,30,99,9999,1,16,12,18,3,2,6,2016
5301,12,2016,13,8,5,406,4,2,1,99,35,9,1,9,999,99,2004,1,6,6,8,3,2,4,2016
5302,12,2016,20,8,5,207,2,2,1,99,37,2,1,2,31,5,2011,1,6,6,8,4,3,5,2016
5303,12,2016,20,8,5,207,2,2,1,99,46,1,1,3,69,3,2011,1,8,8,10,4,3,5,2016
5304,12,2016,21,8,5,1803,18,2,1,99,30,9,1,4,76,1,2012,1,5,5,7,4,3,5,2016
5305,12,2016,21,8,5,1803,18,2,1,99,23,9,1,4,999,99,9999,1,3,3,5,4,3,6,2016
5306,12,2016,23,8,5,101,1,1,1,1,26,9,1,1,41,4,2006,1,4,4,6,4,3,4,2016
5307,12,2016,23,8,5,101,1,1,1,1,39,9,1,1,14,10,1981,1,6,6,8,4,3,2,2016
5308,12,2016,18,8,5,1006,10,2,1,99,28,9,1,3,69,3,1984,2,4,4,6,4,3,2,2016
5309,12,2016,20,8,5,513,5,2,1,99,35,2,1,3,69,4,1988,1,6,6,8,4,3,2,2016
5310,12,2016,20,8,5,513,5,2,9,99,999,9,9,4,3,1,9999,1,16,12,18,4,3,6,2016
5311,12,2016,16,8,5,502,5,2,1,99,63,9,1,4,999,5,9999,4,11,11,13,3,2,6,2016
5312,12,2016,16,8,5,506,5,2,1,99,54,9,1,4,999,99,9999,4,9,9,11,3,2,6,2016
5313,12,2016,20,8,5,101,1,1,1,11,16,2,2,4,6,3,2012,2,2,2,4,4,3,5,2016
5314,12,2016,1,8,5,1601,16,1,1,99,30,2,1,1,56,4,1997,1,5,5,7,1,1,3,2016
5315,12,2016,1,8,5,1601,16,1,1,99,28,9,1,1,56,4,1997,1,4,4,6,1,1,3,2016
5316,12,2016,23,8,5,2201,22,2,1,99,27,2,1,2,52,2,9999,1,4,4,6,4,3,6,2016
5317,12,2016,23,8,5,2201,22,2,1,99,36,9,1,3,69,99,9999,1,6,6,8,4,3,6,2016
5318,12,2016,20,8,5,1101,11,2,1,99,47,9,1,3,69,10,1996,1,8,8,10,4,3,3,2016
5319,12,2016,20,8,5,1101,11,2,1,99,25,9,1,3,69,3,1996,1,4,4,6,4,3,3,2016
5320,12,2016,22,8,5,401,4,2,1,99,999,9,1,3,69,99,9999,1,16,12,18,4,3,6,2016
5321,12,2016,22,8,5,401,4,2,1,99,38,9,1,2,41,11,9999,1,6,6,8,4,3,6,2016
5322,13,2016,9,8,6,101,1,1,1,1,26,2,1,1,27,5,1997,1,4,4,6,2,1,3,2016
5323,13,2016,9,8,6,101,1,1,1,1,54,2,1,1,52,4,2004,1,9,9,11,2,1,4,2016
5324,13,2016,13,8,6,101,1,1,1,1,41,9,1,2,69,4,2003,1,7,7,9,3,2,4,2016
5325,13,2016,13,8,6,101,1,1,1,1,999,9,1,4,6,1,9999,1,16,12,18,3,2,6,2016
5326,13,2016,0,8,6,103,1,2,1,99,25,9,1,4,67,5,9999,1,4,4,6,1,1,6,2016
5327,13,2016,0,8,6,103,1,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,1,1,6,2016
5328,13,2016,0,8,6,103,1,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,1,1,6,2016
5329,13,2016,7,8,6,101,1,2,1,21,22,9,1,4,18,5,2014,1,3,3,5,2,1,5,2016
5330,13,2016,7,8,6,101,1,2,1,21,16,9,2,4,18,5,2016,1,2,2,4,2,1,5,2016
