num_corre,dia_ocu,ano_ocu,hora_ocu,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,area_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,fall_les,int_o_noint,anio
4954,31,2016,14,7,7,507,5,2,99,2,53,1,3,69,3,9999,3,9,9,11,3,2,6,2,1,2016
4955,31,2016,14,7,7,507,5,2,99,2,15,2,3,69,3,9999,3,2,2,4,3,2,6,2,1,2016
4956,31,2016,14,7,7,507,5,2,99,1,53,1,3,69,3,9999,3,9,9,11,3,2,6,2,1,2016
4957,31,2016,22,7,7,513,5,2,99,1,23,1,4,6,1,2012,1,3,3,5,4,3,5,2,1,2016
4958,31,2016,23,7,7,502,5,2,99,2,18,1,4,6,5,9999,2,2,2,4,4,3,6,2,1,2016
4959,31,2016,16,7,7,901,9,1,99,1,40,1,1,56,1,1991,2,7,7,9,3,2,3,2,1,2016
4960,31,2016,16,7,7,901,9,1,99,1,16,2,1,56,1,1991,2,2,2,4,3,2,3,2,1,2016
4961,31,2016,6,7,7,1613,16,2,99,1,36,1,12,30,7,9999,3,6,6,8,2,1,6,2,1,2016
4962,31,2016,6,7,7,1613,16,2,99,2,31,1,12,30,7,9999,3,5,5,7,2,1,6,2,2,2016
4963,31,2016,6,7,7,1613,16,2,99,1,20,1,12,30,7,9999,3,3,3,5,2,1,6,2,2,2016
4964,31,2016,6,7,7,1613,16,2,99,1,29,1,12,30,7,9999,3,4,4,6,2,1,6,2,2,2016
4965,31,2016,6,7,7,1613,16,2,99,1,23,1,12,30,7,9999,3,3,3,5,2,1,6,2,2,2016
4966,31,2016,6,7,7,1613,16,2,99,1,37,1,12,30,7,9999,3,6,6,8,2,1,6,2,2,2016
4967,31,2016,20,7,7,1804,18,2,99,1,40,1,4,999,99,9999,1,7,7,9,4,3,6,1,2,2016
4968,31,2016,15,7,7,709,7,2,99,1,31,1,3,999,99,9999,4,5,5,7,3,2,6,2,1,2016
4969,31,2016,13,7,7,406,4,2,99,1,39,1,1,27,3,2008,3,6,6,8,3,2,4,2,1,2016
4970,31,2016,2,7,7,301,3,1,99,1,22,1,4,18,1,9999,2,3,3,5,1,1,6,2,2,2016
4971,31,2016,21,7,7,601,6,2,99,1,45,1,3,48,4,9999,1,8,8,10,4,3,6,2,1,2016
4972,31,2016,21,7,7,601,6,2,99,2,35,1,3,48,4,9999,1,6,6,8,4,3,6,2,1,2016
4973,31,2016,21,7,7,601,6,2,99,1,3,2,3,48,4,9999,1,1,1,1,4,3,6,2,1,2016
4974,31,2016,21,7,7,601,6,2,99,1,1,2,3,48,4,9999,1,1,1,1,4,3,6,2,1,2016
4975,31,2016,18,7,7,601,6,2,99,1,54,1,3,999,2,9999,1,9,9,11,4,3,6,2,2,2016
4976,31,2016,20,7,7,1601,16,2,99,1,25,1,4,27,1,9999,1,4,4,6,4,3,6,1,2,2016
4977,31,2016,20,7,7,1301,13,1,99,1,37,1,4,999,99,9999,2,6,6,8,4,3,6,2,1,2016
4978,1,2016,10,8,1,101,1,1,1,2,32,1,3,56,2,1986,1,5,5,7,2,1,2,2,1,2016
4979,1,2016,9,8,1,1014,10,2,99,1,47,1,3,69,2,9999,1,8,8,10,2,1,6,2,1,2016
4980,1,2016,11,8,1,1712,17,2,99,2,22,1,4,67,4,2012,1,3,3,5,2,1,5,2,1,2016
4981,1,2016,11,8,1,312,3,2,99,1,999,9,4,999,3,9999,1,16,12,18,2,1,6,2,1,2016
4982,1,2016,11,8,1,312,3,2,99,2,999,9,4,999,3,9999,1,16,12,18,2,1,6,2,1,2016
4983,1,2016,18,8,1,108,1,2,99,1,35,1,4,27,3,9999,2,6,6,8,4,3,6,1,2,2016
4984,1,2016,9,8,1,2201,22,2,99,1,23,1,1,69,5,9999,2,3,3,5,2,1,6,1,2,2016
4985,1,2016,13,8,1,501,5,2,99,2,27,1,4,32,1,2015,1,4,4,6,3,2,5,2,1,2016
4986,1,2016,13,8,1,501,5,2,99,1,62,1,4,27,5,2008,1,11,11,13,3,2,4,2,1,2016
4987,1,2016,22,8,1,601,6,2,99,1,45,1,3,48,4,2014,1,8,8,10,4,3,5,2,1,2016
4988,1,2016,22,8,1,601,6,2,99,2,38,1,3,48,4,2014,1,6,6,8,4,3,5,2,1,2016
4989,1,2016,22,8,1,601,6,2,99,1,45,1,3,48,4,2014,1,8,8,10,4,3,5,2,1,2016
4990,1,2016,22,8,1,601,6,2,99,1,3,2,3,48,4,2014,1,1,1,1,4,3,5,2,1,2016
4991,1,2016,19,8,1,416,4,2,99,1,29,1,3,999,1,2000,1,4,4,6,4,3,4,2,1,2016
4992,1,2016,19,8,1,416,4,2,99,1,999,1,3,999,5,9999,1,16,12,18,4,3,6,2,1,2016
4993,1,2016,19,8,1,416,4,2,99,2,32,1,3,999,5,9999,1,5,5,7,4,3,6,2,1,2016
4994,1,2016,14,8,1,1101,11,1,99,1,20,1,4,32,1,2011,1,3,3,5,3,2,5,2,1,2016
4995,1,2016,21,8,1,111,1,1,99,1,25,1,12,999,99,9999,2,4,4,6,4,3,6,1,2,2016
4996,1,2016,21,8,1,111,1,1,99,1,68,1,12,999,99,9999,2,12,11,14,4,3,6,2,1,2016
4997,1,2016,21,8,1,111,1,1,99,1,28,1,12,999,99,9999,2,4,4,6,4,3,6,2,1,2016
4998,1,2016,21,8,1,111,1,1,99,2,29,1,12,999,99,9999,2,4,4,6,4,3,6,2,1,2016
4999,1,2016,21,8,1,111,1,1,99,2,999,1,12,999,99,9999,2,16,12,18,4,3,6,2,1,2016
5000,1,2016,21,8,1,111,1,1,99,1,43,1,4,72,3,9999,2,7,7,9,4,3,6,1,2,2016
5001,1,2016,6,8,1,901,9,1,99,1,58,1,2,14,3,1982,1,10,10,12,2,1,2,2,1,2016
5002,1,2016,6,8,1,901,9,1,99,1,21,1,1,56,3,2004,1,3,3,5,2,1,4,2,1,2016
5003,1,2016,6,8,1,901,9,1,99,2,27,1,1,56,3,2004,1,4,4,6,2,1,4,2,1,2016
5004,2,2016,22,8,2,103,1,2,99,1,23,1,4,18,1,9999,1,3,3,5,4,3,6,2,1,2016
5005,2,2016,23,8,2,504,5,2,99,1,42,1,6,19,7,1994,1,7,7,9,4,3,3,2,1,2016
5006,2,2016,18,8,2,501,5,2,99,1,31,1,4,27,2,2006,1,5,5,7,4,3,4,2,1,2016
5007,2,2016,23,8,2,601,6,2,99,1,24,1,2,31,11,2006,4,3,3,5,4,3,4,2,1,2016
5008,2,2016,23,8,2,601,6,2,99,1,52,1,2,31,11,2006,4,9,9,11,4,3,4,1,2,2016
5009,2,2016,7,8,2,611,6,2,99,1,57,1,3,56,2,1984,1,10,10,12,2,1,2,2,1,2016
5010,2,2016,4,8,2,920,9,2,99,1,19,1,9,41,4,9999,1,2,2,4,1,1,6,2,2,2016
5011,2,2016,12,8,2,922,9,2,99,1,40,1,1,69,3,1992,1,7,7,9,3,2,3,2,2,2016
5012,2,2016,22,8,2,114,1,2,99,1,32,1,4,67,3,2012,1,5,5,7,4,3,5,2,1,2016
5013,3,2016,8,8,3,101,1,1,18,1,999,1,4,67,5,9999,1,16,12,18,2,1,6,2,1,2016
5014,3,2016,9,8,3,101,1,1,18,1,31,1,4,18,5,9999,1,5,5,7,2,1,6,2,1,2016
5015,3,2016,18,8,3,117,1,1,99,1,999,1,4,6,5,9999,1,16,12,18,4,3,6,2,1,2016
5016,3,2016,0,8,3,205,2,1,99,2,26,1,4,20,1,2014,2,4,4,6,1,1,5,2,1,2016
5017,3,2016,22,8,3,1801,18,1,99,1,23,1,4,76,1,9999,1,3,3,5,4,3,6,1,2,2016
5018,3,2016,20,8,3,101,1,1,6,1,25,1,4,27,1,9999,1,4,4,6,4,3,6,2,1,2016
5019,3,2016,18,8,3,901,9,1,99,1,999,1,1,69,6,9999,1,16,12,18,4,3,6,2,1,2016
5020,3,2016,16,8,3,901,9,1,99,1,26,1,4,6,5,2016,1,4,4,6,3,2,5,2,1,2016
5021,3,2016,16,8,3,901,9,1,99,2,25,1,4,6,5,2016,1,4,4,6,3,2,5,2,1,2016
5022,3,2016,16,8,3,901,9,1,99,1,7,2,4,6,5,2016,1,1,1,2,3,2,5,2,1,2016
5023,4,2016,1,8,4,1220,12,1,99,2,27,1,2,41,99,9999,1,4,4,6,1,1,6,2,1,2016
5024,4,2016,1,8,4,1220,12,1,99,2,1,2,2,41,99,9999,1,1,1,1,1,1,6,1,2,2016
5025,4,2016,0,8,4,1417,14,1,99,1,33,1,3,999,99,9999,1,5,5,7,1,1,6,2,1,2016
5026,4,2016,0,8,4,1417,14,1,99,2,26,1,3,999,99,9999,1,4,4,6,1,1,6,2,1,2016
5027,4,2016,0,8,4,1417,14,1,99,1,21,1,3,999,99,9999,1,3,3,5,1,1,6,2,1,2016
5028,4,2016,0,8,4,1417,14,1,99,2,19,1,3,999,99,9999,1,2,2,4,1,1,6,2,1,2016
5029,4,2016,0,8,4,1417,14,1,99,2,18,1,3,999,99,9999,1,2,2,4,1,1,6,2,1,2016
5030,4,2016,0,8,4,1417,14,1,99,2,17,2,3,999,99,9999,1,2,2,4,1,1,6,2,1,2016
5031,4,2016,0,8,4,1417,14,1,99,1,12,2,3,999,99,9999,1,1,1,3,1,1,6,2,1,2016
5032,4,2016,0,8,4,1417,14,1,99,2,9,2,3,999,99,9999,1,1,1,2,1,1,6,2,1,2016
5033,4,2016,0,8,4,1417,14,1,99,2,0,2,3,999,99,9999,1,1,1,1,1,1,6,2,1,2016
5034,4,2016,18,8,4,502,5,1,99,1,31,1,3,69,99,9999,1,5,5,7,4,3,6,2,1,2016
5035,4,2016,14,8,4,601,6,1,99,2,30,1,1,52,3,2000,1,5,5,7,3,2,4,2,1,2016
5036,4,2016,14,8,4,601,6,1,99,1,24,1,1,48,5,1999,1,3,3,5,3,2,3,2,1,2016
5037,4,2016,14,8,4,601,6,1,99,1,38,1,3,17,11,2007,1,6,6,8,3,2,4,2,1,2016
5038,5,2016,21,8,5,101,1,1,5,1,999,1,4,27,1,9999,1,16,12,18,4,3,6,2,1,2016
5039,5,2016,21,8,5,101,1,1,5,2,27,1,4,27,1,9999,1,4,4,6,4,3,6,1,2,2016
5040,5,2016,19,8,5,2212,22,2,99,1,40,1,4,112,1,9999,1,7,7,9,4,3,6,2,1,2016
5041,5,2016,3,8,5,2001,20,2,99,1,29,1,4,67,1,9999,1,4,4,6,1,1,6,2,1,2016
5042,5,2016,3,8,5,2001,20,2,99,1,26,1,4,67,1,9999,1,4,4,6,1,1,6,2,2,2016
5043,5,2016,13,8,5,915,9,1,99,1,34,1,3,69,5,9999,3,5,5,7,3,2,6,2,1,2016
5044,5,2016,13,8,5,915,9,1,99,1,26,1,3,69,5,9999,3,4,4,6,3,2,6,2,2,2016
5045,5,2016,13,8,5,207,2,2,99,2,88,1,3,69,4,9999,2,15,11,17,3,2,6,1,2,2016
5046,5,2016,13,8,5,207,2,2,99,1,20,1,3,69,4,9999,2,3,3,5,3,2,6,2,1,2016
5047,5,2016,13,8,5,207,2,2,99,1,48,1,3,69,4,9999,2,8,8,10,3,2,6,2,1,2016
5048,5,2016,13,8,5,207,2,2,99,2,62,1,3,69,4,9999,2,11,11,13,3,2,6,2,1,2016
5049,5,2016,13,8,5,207,2,2,99,2,52,1,3,69,4,9999,2,9,9,11,3,2,6,2,1,2016
5050,5,2016,21,8,5,1602,16,2,99,1,37,1,4,76,5,9999,1,6,6,8,4,3,6,2,1,2016
5051,5,2016,11,8,5,1703,17,2,99,1,17,2,4,999,99,9999,1,2,2,4,2,1,6,2,1,2016
5052,5,2016,11,8,5,1703,17,2,99,1,17,2,4,999,99,9999,1,2,2,4,2,1,6,2,1,2016
5053,6,2016,11,8,6,101,1,1,1,1,44,1,3,69,5,9999,1,7,7,9,2,1,6,2,2,2016
5054,6,2016,11,8,6,101,1,1,1,1,26,1,4,999,5,9999,1,4,4,6,2,1,6,2,1,2016
5055,6,2016,10,8,6,102,1,2,99,1,27,1,4,999,99,9999,2,4,4,6,2,1,6,1,2,2016
5056,6,2016,10,8,6,102,1,2,99,1,19,1,4,999,99,9999,2,2,2,4,2,1,6,2,1,2016
5057,6,2016,19,8,6,2001,20,2,99,1,64,1,4,999,99,9999,1,11,11,13,4,3,6,2,1,2016
5058,6,2016,16,8,6,513,5,2,99,1,21,1,4,999,99,9999,2,3,3,5,3,2,6,2,1,2016
5059,6,2016,16,8,6,513,5,2,99,2,22,1,4,999,99,9999,2,3,3,5,3,2,6,2,1,2016
5060,6,2016,19,8,6,401,4,2,99,2,25,1,3,69,9,1996,2,4,4,6,4,3,3,1,2,2016
5061,6,2016,19,8,6,401,4,2,99,1,31,1,3,69,9,1996,2,5,5,7,4,3,3,1,2,2016
5062,6,2016,13,8,6,309,3,2,99,1,30,1,12,50,14,9999,2,5,5,7,3,2,6,2,1,2016
5063,6,2016,13,8,6,309,3,2,99,2,64,1,12,50,14,9999,2,11,11,13,3,2,6,2,1,2016
5064,6,2016,13,8,6,309,3,2,99,2,28,1,12,50,14,9999,2,4,4,6,3,2,6,2,1,2016
5065,6,2016,13,8,6,309,3,2,99,1,40,1,12,50,14,9999,2,7,7,9,3,2,6,2,1,2016
5066,6,2016,13,8,6,309,3,2,99,2,32,1,12,50,14,9999,2,5,5,7,3,2,6,2,1,2016
5067,6,2016,13,8,6,309,3,2,99,1,36,1,12,50,14,9999,2,6,6,8,3,2,6,2,1,2016
5068,6,2016,13,8,6,309,3,2,99,1,4,2,12,50,14,9999,2,1,1,1,3,2,6,2,1,2016
5069,6,2016,13,8,6,309,3,2,99,2,34,1,12,50,14,9999,2,5,5,7,3,2,6,2,1,2016
5070,6,2016,13,8,6,309,3,2,99,2,999,1,12,50,14,9999,2,16,12,18,3,2,6,2,1,2016
5071,6,2016,13,8,6,309,3,2,99,1,34,1,12,50,14,9999,2,5,5,7,3,2,6,2,1,2016
5072,7,2016,3,8,7,101,1,1,11,1,19,1,4,999,99,9999,4,2,2,4,1,1,6,2,1,2016
5073,7,2016,3,8,7,101,1,1,11,1,19,1,4,999,99,9999,4,2,2,4,1,1,6,2,1,2016
5074,7,2016,8,8,7,101,1,1,7,1,46,1,2,27,1,2013,1,8,8,10,2,1,5,2,1,2016
5075,7,2016,8,8,7,101,1,1,7,2,23,1,1,69,8,1995,1,3,3,5,2,1,3,2,1,2016
5076,7,2016,8,8,7,101,1,1,7,2,23,1,1,69,8,1995,1,3,3,5,2,1,3,2,1,2016
5077,7,2016,14,8,7,110,1,1,99,1,22,1,4,67,3,9999,1,3,3,5,3,2,6,2,1,2016
5078,7,2016,13,8,7,117,1,2,99,2,28,1,4,999,99,9999,1,4,4,6,3,2,6,2,1,2016
5079,7,2016,21,8,7,2215,22,2,99,1,26,1,4,32,9,9999,1,4,4,6,4,3,6,2,1,2016
5080,7,2016,23,8,7,1901,19,2,99,1,23,1,4,6,5,2014,1,3,3,5,4,3,5,2,1,2016
5081,7,2016,7,8,7,501,5,2,99,1,40,1,11,31,2,9999,1,7,7,9,2,1,6,1,2,2016
5082,7,2016,1,8,7,901,9,1,99,1,19,1,4,6,3,2015,2,2,2,4,1,1,5,2,1,2016
5083,7,2016,1,8,7,901,9,1,99,1,28,1,4,6,3,2015,2,4,4,6,1,1,5,2,1,2016
5084,7,2016,2,8,7,1601,16,1,99,1,25,1,4,32,5,9999,1,4,4,6,1,1,6,2,1,2016
5085,7,2016,22,8,7,1604,16,2,99,1,35,1,1,69,5,2001,1,6,6,8,4,3,4,2,1,2016
5086,7,2016,2,8,7,1606,16,2,99,1,999,1,3,69,5,9999,4,16,12,18,1,1,6,2,1,2016
5087,7,2016,2,8,7,1606,16,2,99,1,999,1,3,69,5,9999,4,16,12,18,1,1,6,2,1,2016
5088,7,2016,2,8,7,1606,16,2,99,1,999,1,3,69,5,9999,4,16,12,18,1,1,6,2,1,2016
5089,7,2016,6,8,7,1804,18,2,99,1,20,1,4,999,99,9999,1,3,3,5,2,1,6,2,1,2016
5090,7,2016,19,8,7,1707,17,2,99,1,35,1,4,54,1,9999,4,6,6,8,4,3,6,1,2,2016
5091,7,2016,19,8,7,1707,17,2,99,1,44,1,4,54,1,9999,4,7,7,9,4,3,6,1,2,2016
5092,8,2016,18,8,1,101,1,1,7,1,35,1,4,67,4,9999,1,6,6,8,4,3,6,1,2,2016
5093,8,2016,21,8,1,101,1,1,7,1,21,1,12,50,1,9999,2,3,3,5,4,3,6,2,1,2016
5094,8,2016,21,8,1,101,1,1,7,1,22,1,12,50,1,9999,2,3,3,5,4,3,6,2,1,2016
5095,8,2016,21,8,1,101,1,1,7,2,22,1,12,50,1,9999,2,3,3,5,4,3,6,2,1,2016
5096,8,2016,21,8,1,101,1,1,7,1,26,1,12,50,1,9999,2,4,4,6,4,3,6,2,1,2016
5097,8,2016,21,8,1,101,1,1,7,1,20,1,12,50,1,9999,2,3,3,5,4,3,6,2,1,2016
5098,8,2016,21,8,1,101,1,1,7,2,40,1,12,50,1,9999,2,7,7,9,4,3,6,2,1,2016
5099,8,2016,21,8,1,101,1,1,7,2,23,1,12,50,1,9999,2,3,3,5,4,3,6,2,1,2016
5100,8,2016,21,8,1,101,1,1,7,1,20,1,12,50,1,9999,2,3,3,5,4,3,6,2,1,2016
5101,8,2016,21,8,1,101,1,1,7,1,20,1,12,50,1,9999,2,3,3,5,4,3,6,2,1,2016
5102,8,2016,21,8,1,101,1,1,7,2,35,1,12,50,1,9999,2,6,6,8,4,3,6,2,1,2016
5103,8,2016,21,8,1,101,1,1,7,2,32,1,12,50,1,9999,2,5,5,7,4,3,6,2,1,2016
5104,8,2016,14,8,1,2002,20,2,99,1,44,1,5,26,2,9999,4,7,7,9,3,2,6,2,1,2016
5105,8,2016,14,8,1,2002,20,2,99,1,24,1,5,26,2,9999,4,3,3,5,3,2,6,2,1,2016
5106,8,2016,12,8,1,1908,19,2,99,1,20,1,3,69,1,9999,1,3,3,5,3,2,6,2,1,2016
5107,8,2016,12,8,1,1908,19,2,99,1,74,1,3,69,1,9999,1,13,11,15,3,2,6,2,1,2016
5108,8,2016,12,8,1,1908,19,2,99,1,19,1,3,69,1,9999,1,2,2,4,3,2,6,2,1,2016
5109,8,2016,18,8,1,1102,11,2,99,1,32,1,4,32,5,9999,1,5,5,7,4,3,6,2,1,2016
5110,8,2016,18,8,1,1102,11,2,99,1,4,2,4,32,5,9999,1,1,1,1,4,3,6,2,1,2016
5111,8,2016,0,8,1,1107,11,1,99,1,23,1,4,999,99,9999,1,3,3,5,1,1,6,2,1,2016
5112,8,2016,17,8,1,1309,13,1,99,1,34,1,1,73,99,9999,3,5,5,7,3,2,6,1,2,2016
5113,8,2016,20,8,1,805,8,2,99,1,25,1,1,69,4,9999,1,4,4,6,4,3,6,2,1,2016
5114,8,2016,20,8,1,805,8,2,99,2,18,1,1,69,4,9999,1,2,2,4,4,3,6,2,1,2016
5115,8,2016,20,8,1,805,8,2,99,1,32,1,1,69,4,9999,1,5,5,7,4,3,6,2,1,2016
5116,8,2016,23,8,1,1801,18,1,99,1,18,1,4,999,99,9999,2,2,2,4,4,3,6,2,1,2016
5117,8,2016,23,8,1,1801,18,1,99,1,16,2,4,999,99,9999,2,2,2,4,4,3,6,2,1,2016
5118,8,2016,23,8,1,1801,18,1,99,2,59,1,4,999,99,9999,2,10,10,12,4,3,6,2,1,2016
5119,8,2016,23,8,1,1801,18,1,99,2,32,1,4,999,99,9999,2,5,5,7,4,3,6,2,1,2016
5120,8,2016,13,8,1,1708,17,1,99,1,15,2,4,999,5,2013,1,2,2,4,3,2,5,2,1,2016
5121,8,2016,20,8,1,1401,14,1,99,1,26,1,4,76,1,9999,1,4,4,6,4,3,6,2,1,2016
5122,8,2016,20,8,1,1401,14,1,99,1,32,1,5,27,2,9999,1,5,5,7,4,3,6,2,1,2016
5123,8,2016,17,8,1,706,7,2,99,1,51,1,9,999,8,9999,1,9,9,11,3,2,6,2,1,2016
5124,8,2016,17,8,1,706,7,2,99,2,50,1,9,999,8,9999,1,9,9,11,3,2,6,2,1,2016
5125,8,2016,17,8,1,706,7,2,99,2,7,2,9,999,8,9999,1,1,1,2,3,2,6,2,1,2016
5126,8,2016,17,8,1,706,7,2,99,2,1,2,9,999,8,9999,1,1,1,1,3,2,6,2,1,2016
5127,9,2016,17,8,2,101,1,1,13,1,34,1,4,67,5,9999,1,5,5,7,3,2,6,2,1,2016
5128,9,2016,14,8,2,101,1,1,5,1,22,1,4,67,5,2014,1,3,3,5,3,2,5,2,1,2016
5129,9,2016,20,8,2,101,1,1,19,1,25,1,4,6,5,2014,1,4,4,6,4,3,5,2,1,2016
5130,9,2016,14,8,2,502,5,2,99,2,20,1,4,999,5,2013,1,3,3,5,3,2,5,2,1,2016
5131,9,2016,14,8,2,502,5,2,99,1,12,2,4,999,5,2013,1,1,1,3,3,2,5,2,1,2016
5132,9,2016,21,8,2,505,5,2,99,1,44,1,3,56,3,2008,1,7,7,9,4,3,4,2,1,2016
5133,9,2016,21,8,2,505,5,2,99,1,26,1,3,56,3,2008,1,4,4,6,4,3,4,2,1,2016
5134,9,2016,15,8,2,1002,10,2,99,1,20,1,4,27,3,9999,1,3,3,5,3,2,6,2,1,2016
5135,9,2016,13,8,2,1010,10,2,99,1,52,1,3,56,4,9999,1,9,9,11,3,2,6,2,1,2016
5136,9,2016,13,8,2,1010,10,2,99,2,26,1,3,56,4,9999,1,4,4,6,3,2,6,2,1,2016
5137,9,2016,8,8,2,1320,13,2,99,2,25,1,1,48,4,2001,1,4,4,6,2,1,4,2,1,2016
5138,9,2016,8,8,2,1320,13,2,99,1,0,2,1,48,4,2001,1,1,1,1,2,1,4,2,1,2016
5139,9,2016,8,8,2,1320,13,2,99,2,8,2,1,48,4,2001,1,1,1,2,2,1,4,2,1,2016
5140,9,2016,21,8,2,1801,18,2,99,2,59,1,4,27,5,2014,1,10,10,12,4,3,5,2,1,2016
5141,9,2016,21,8,2,1801,18,2,99,2,32,1,4,27,5,2014,1,5,5,7,4,3,5,2,1,2016
5142,9,2016,21,8,2,1801,18,2,99,2,5,2,4,27,5,2014,1,1,1,2,4,3,5,2,1,2016
5143,9,2016,21,8,2,1801,18,2,99,1,18,1,4,67,1,2016,1,2,2,4,4,3,5,2,1,2016
5144,9,2016,22,8,2,1801,18,2,99,1,58,1,1,69,11,9999,1,10,10,12,4,3,6,1,2,2016
5145,9,2016,19,8,2,313,3,1,99,1,42,1,4,32,1,9999,1,7,7,9,4,3,6,2,2,2016
5146,10,2016,15,8,3,117,1,1,99,1,25,1,4,67,3,9999,1,4,4,6,3,2,6,2,1,2016
5147,10,2016,0,8,3,201,2,1,99,1,22,1,4,6,14,9999,1,3,3,5,1,1,6,2,1,2016
5148,10,2016,19,8,3,1013,10,1,99,1,44,1,4,32,5,9999,1,7,7,9,4,3,6,2,1,2016
5149,10,2016,19,8,3,403,4,1,99,1,49,1,3,69,6,2003,1,8,8,10,4,3,4,2,1,2016
5150,10,2016,19,8,3,403,4,1,99,1,33,1,1,48,5,9999,1,5,5,7,4,3,6,2,1,2016
5151,11,2016,8,8,4,109,1,1,99,1,22,1,4,6,5,9999,1,3,3,5,2,1,6,2,1,2016
5152,11,2016,17,8,4,117,1,1,99,1,17,2,3,69,2,9999,2,2,2,4,3,2,6,2,1,2016
5153,11,2016,17,8,4,117,1,1,99,1,45,1,3,69,2,9999,2,8,8,10,3,2,6,2,1,2016
5154,11,2016,2,8,4,1901,19,1,99,1,20,1,4,53,11,2007,1,3,3,5,1,1,4,2,1,2016
5155,11,2016,2,8,4,1901,19,1,99,2,22,1,4,53,11,2007,1,3,3,5,1,1,4,1,2,2016
5156,11,2016,22,8,4,502,5,1,99,1,46,1,4,32,3,9999,2,8,8,10,4,3,6,1,2,2016
5157,11,2016,17,8,4,1109,11,1,99,1,38,1,1,999,99,9999,1,6,6,8,3,2,6,2,1,2016
5158,11,2016,17,8,4,1109,11,1,99,9,999,9,1,999,99,9999,1,16,12,18,3,2,6,2,1,2016
5159,11,2016,12,8,4,1213,12,2,99,1,70,1,3,999,3,9999,1,13,11,15,3,2,6,2,1,2016
5160,11,2016,21,8,4,1303,13,2,99,1,25,1,4,999,99,9999,2,4,4,6,4,3,6,2,1,2016
5161,11,2016,21,8,4,1303,13,2,99,1,19,1,4,999,99,9999,2,2,2,4,4,3,6,2,1,2016
5162,11,2016,14,8,4,1801,18,1,99,1,74,1,9,69,2,9999,1,13,11,15,3,2,6,1,2,2016
5163,11,2016,14,8,4,1801,18,1,99,1,29,1,9,69,2,9999,1,4,4,6,3,2,6,2,1,2016
5164,11,2016,14,8,4,1801,18,1,99,1,38,1,9,69,2,9999,1,6,6,8,3,2,6,2,1,2016
5165,11,2016,14,8,4,1801,18,1,99,2,20,1,9,69,2,9999,1,3,3,5,3,2,6,2,1,2016
5166,11,2016,14,8,4,1801,18,1,99,2,55,1,9,69,2,9999,1,10,10,12,3,2,6,2,1,2016
5167,11,2016,14,8,4,1801,18,1,99,2,24,1,9,69,2,9999,1,3,3,5,3,2,6,2,1,2016
5168,11,2016,14,8,4,1801,18,1,99,1,39,1,9,69,2,9999,1,6,6,8,3,2,6,2,1,2016
5169,11,2016,8,8,4,406,4,1,99,1,999,1,3,69,4,9999,1,16,12,18,2,1,6,1,2,2016
5170,11,2016,8,8,4,406,4,1,99,2,46,1,3,69,4,9999,1,8,8,10,2,1,6,1,2,2016
5171,11,2016,8,8,4,406,4,1,99,1,55,1,3,69,99,1987,1,10,10,12,2,1,2,2,1,2016
5172,11,2016,8,8,4,406,4,1,99,1,32,1,3,69,99,1987,1,5,5,7,2,1,2,2,1,2016
5173,11,2016,8,8,4,406,4,1,99,2,24,1,3,69,99,1987,1,3,3,5,2,1,2,2,1,2016
5174,11,2016,9,8,4,406,4,2,99,2,999,1,3,48,4,2017,1,16,12,18,2,1,5,2,2,2016
5175,11,2016,21,8,4,609,6,2,99,1,37,1,2,27,2,9999,1,6,6,8,4,3,6,2,1,2016
5176,12,2016,22,8,5,101,1,1,1,1,45,1,1,28,2,2016,1,8,8,10,4,3,5,2,1,2016
5177,12,2016,9,8,5,117,1,1,99,1,23,1,4,6,5,9999,2,3,3,5,2,1,6,1,2,2016
5178,12,2016,15,8,5,101,1,1,10,1,25,1,4,3,1,9999,1,4,4,6,3,2,6,2,1,2016
5179,12,2016,20,8,5,113,1,2,99,1,27,1,4,32,4,9999,2,4,4,6,4,3,6,1,2,2016
5180,12,2016,6,8,5,101,1,1,8,1,999,1,4,999,99,9999,1,16,12,18,2,1,6,2,1,2016
5181,12,2016,6,8,5,101,1,1,8,2,999,1,4,999,99,9999,1,16,12,18,2,1,6,2,1,2016
5182,12,2016,13,8,5,406,4,2,99,1,35,1,9,999,99,2004,1,6,6,8,3,2,4,2,1,2016
5183,12,2016,21,8,5,1803,18,2,99,1,23,1,4,999,99,9999,1,3,3,5,4,3,6,2,1,2016
5184,12,2016,23,8,5,101,1,2,1,1,39,1,1,14,10,1981,1,6,6,8,4,3,2,2,1,2016
5185,12,2016,16,8,5,502,5,2,99,1,63,1,4,999,5,9999,4,11,11,13,3,2,6,2,1,2016
5186,12,2016,23,8,5,2201,22,2,99,1,36,1,3,69,99,9999,1,6,6,8,4,3,6,1,2,2016
5187,12,2016,20,8,5,1101,11,2,99,2,10,2,3,69,10,1996,1,1,1,3,4,3,3,2,1,2016
5188,13,2016,9,8,6,101,1,2,1,2,19,1,1,27,5,1997,1,2,2,4,2,1,3,2,1,2016
5189,13,2016,9,8,6,101,1,2,1,2,40,1,1,52,4,2004,1,7,7,9,2,1,4,2,1,2016
